Order #,Supplier,Date Added,Invoice Number,Metal Type,Qty,Weight,Price
87074,PrimeStyle,17/07/2024,0,14KT,1,3.75 g.,$168.75
86840,PrimeStyle,17/07/2024,0,18KT,1,2.33 g.,$128.15
87037,PrimeStyle,17/07/2024,0,14KT,1,3.01 g.,$135.45
87075,PrimeStyle,17/07/2024,0,14KT,1,3.28 g.,$147.60
87077,PrimeStyle,17/07/2024,0,14KT,1,3.7 g.,$166.50
87078,PrimeStyle,17/07/2024,0,14KT,1,1.57 g.,$70.65
87079,PrimeStyle,17/07/2024,0,18KT,1,3.03 g.,$166.65
87080,PrimeStyle,17/07/2024,0,14KT,1,2.68 g.,$120.60
87081,PrimeStyle,17/07/2024,0,14KT,1,8.15 g.,$366.75
87082,PrimeStyle,17/07/2024,0,14KT,1,7.09 g.,$319.05
87083,PrimeStyle,17/07/2024,0,14KT,1,2.88 g.,$129.60
87084,PrimeStyle,17/07/2024,0,14KT,1,7.88 g.,$354.60
87085,PrimeStyle,17/07/2024,0,14KT,1,3.67 g.,$165.15
87086,PrimeStyle,17/07/2024,0,14KT,1,5.54 g.,$249.30
87060,PrimeStyle,17/07/2024,0,14KT,1,3.14 g.,$141.30
87073,PrimeStyle,17/07/2024,0,14KT,1,2.16 g.,$97.20
87088,PrimeStyle,17/07/2024,0,18KT,1,2.21 g.,$121.55
87089,PrimeStyle,17/07/2024,0,14KT,1,2.06 g.,$92.70
87090,PrimeStyle,17/07/2024,0,14KT,1,2.75 g.,$123.75
87088,PrimeStyle,17/07/2024,0,14KT,1,3.14 g.,$141.30
87087,PrimeStyle,17/07/2024,0,18KT,1,16.93 g.,$931.15
87091,PrimeStyle,17/07/2024,0,Platinum,1,8.18 g.,$531.70
87076,PrimeStyle,17/07/2024,0,Platinum,1,10.66 g.,$692.90
87092,PrimeStyle,17/07/2024,0,14KT,1,2.73 g.,$122.85
87098,PrimeStyle,17/07/2024,0,Platinum,1,4.86 g.,$315.90
87096,PrimeStyle,17/07/2024,0,Platinum,1,9.19 g.,$597.35
87095,PrimeStyle,17/07/2024,0,Platinum,1,6.91 g.,$449.15
87105,PrimeStyle,17/07/2024,0,18KT,1,4.36 g.,$239.80
87101,PrimeStyle,17/07/2024,0,14KT,1,6.48 g.,$291.60
87102,PrimeStyle,17/07/2024,0,14KT,1,3.29 g.,$148.05
87106,PrimeStyle,17/07/2024,0,14KT,1,4.7 g.,$211.50
87100,PrimeStyle,17/07/2024,0,14KT,1,1.94 g.,$87.30
87031,PrimeStyle,17/07/2024,0,14KT,1,3.48 g.,$156.60
87110,PrimeStyle,17/07/2024,0,Platinum,1,13.84 g.,$899.60
86985,PrimeStyle,17/07/2024,0,18KT,1,8.2 g.,$451.00
65288,PrimeStyle,17/07/2024,0,18KT,1,4.18 g.,$229.90
87071,PrimeStyle,17/07/2024,0,14KT,1,9.38 g.,$422.10
87107,PrimeStyle,17/07/2024,0,14KT,1,3.48 g.,$156.60
87111,PrimeStyle,17/07/2024,0,14KT,1,2.33 g.,$104.85
87113,PrimeStyle,17/07/2024,0,14KT,1,1.04 g.,$46.80
87097,PrimeStyle,17/07/2024,0,14KT,1,5.29 g.,$238.05
87104,PrimeStyle,17/07/2024,0,14KT,1,2.46 g.,$110.70
87099,PrimeStyle,17/07/2024,0,14KT,1,3.79 g.,$170.55
87099,PrimeStyle,17/07/2024,0,14KT,1,4.9 g.,$220.50
87093,PrimeStyle,17/07/2024,0,14KT,1,8.2 g.,$369.00
87120,PrimeStyle,17/07/2024,0,Platinum,1,4.12 g.,$267.80
87114,PrimeStyle,17/07/2024,0,14KT,1,5.23 g.,$235.35
87115,PrimeStyle,17/07/2024,0,14KT,1,17.22 g.,$774.90
87112,PrimeStyle,17/07/2024,0,14KT,1,12.18 g.,$548.10
87121,PrimeStyle,17/07/2024,0,14KT,1,5.46 g.,$245.70
87123,PrimeStyle,17/07/2024,0,14KT,1,2.73 g.,$122.85
87124,PrimeStyle,17/07/2024,0,14KT,1,6.35 g.,$285.75
87125,PrimeStyle,17/07/2024,0,14KT,1,7.66 g.,$344.70
87127,PrimeStyle,17/07/2024,0,14KT,1,4.13 g.,$185.85
87128,PrimeStyle,17/07/2024,0,14KT,1,3.85 g.,$173.25
87129,PrimeStyle,17/07/2024,0,14KT,1,3.95 g.,$177.75
87130,PrimeStyle,17/07/2024,0,14KT,1,1.67 g.,$75.15
87131,PrimeStyle,17/07/2024,0,Platinum,1,8.63 g.,$560.95
87057,PrimeStyle,17/07/2024,0,14KT,1,2.94 g.,$132.30
87109,PrimeStyle,17/07/2024,0,14KT,1,3.89 g.,$175.05
87116,PrimeStyle,17/07/2024,0,14KT,1,3.16 g.,$142.20
87118,PrimeStyle,17/07/2024,0,14KT,1,2.58 g.,$116.10
87133,PrimeStyle,17/07/2024,0,14KT,1,3.76 g.,$169.20
87037,PrimeStyle,17/07/2024,0,14KT,1,3.15 g.,$141.75
87134,PrimeStyle,17/07/2024,0,14KT,1,2.79 g.,$125.55
87135,PrimeStyle,17/07/2024,0,14KT,1,7.04 g.,$316.80
87136,PrimeStyle,17/07/2024,0,14KT,1,1.06 g.,$47.70
87138,PrimeStyle,17/07/2024,0,18KT,1,3.98 g.,$218.90
87139,PrimeStyle,17/07/2024,0,14KT,1,1.54 g.,$69.30
87139,PrimeStyle,17/07/2024,0,18KT,1,1.54 g.,$84.70
87071,PrimeStyle,17/07/2024,0,14KT,1,10.77 g.,$484.65
87132,PrimeStyle,17/07/2024,0,14KT,1,2.56 g.,$115.20
87141,PrimeStyle,17/07/2024,0,14KT,1,0.58 g.,$26.10
87142,PrimeStyle,17/07/2024,0,14KT,1,3.54 g.,$159.30
87144,PrimeStyle,17/07/2024,0,14KT,1,4.68 g.,$210.60
87146,PrimeStyle,17/07/2024,0,14KT,1,2.27 g.,$102.15
87147,PrimeStyle,17/07/2024,0,14KT,1,2.19 g.,$98.55
87150,PrimeStyle,17/07/2024,0,14KT,1,10.1 g.,$454.50
87154,PrimeStyle,17/07/2024,0,14KT,1,4.72 g.,$212.40
87155,PrimeStyle,17/07/2024,0,14KT,1,3.39 g.,$152.55
87157,PrimeStyle,17/07/2024,0,14KT,1,4.32 g.,$194.40
87158,PrimeStyle,17/07/2024,0,14KT,1,2.63 g.,$118.35
87159,PrimeStyle,17/07/2024,0,14KT,1,3.03 g.,$136.35
87160,PrimeStyle,17/07/2024,0,14KT,1,1.9 g.,$85.50
87161,PrimeStyle,17/07/2024,0,14KT,1,3.08 g.,$138.60
87162,PrimeStyle,17/07/2024,0,18KT,1,16.02 g.,$881.10
87165,PrimeStyle,17/07/2024,0,14KT,1,2.12 g.,$95.40
87166,PrimeStyle,17/07/2024,0,14KT,1,2.62 g.,$117.90
87167,PrimeStyle,17/07/2024,0,14KT,1,10.01 g.,$450.45
86701,PrimeStyle,17/07/2024,0,14KT,1,8.75 g.,$393.75
87151,PrimeStyle,17/07/2024,0,14KT,1,2.42 g.,$108.90
87164,PrimeStyle,17/07/2024,0,18KT,1,3.32 g.,$182.60
87117,PrimeStyle,17/07/2024,0,Platinum,1,7.48 g.,$486.20
87172,PrimeStyle,17/07/2024,0,Platinum,1,9.99 g.,$649.35
87156,PrimeStyle,17/07/2024,0,14KT,1,1.01 g.,$45.45
87126,PrimeStyle,17/07/2024,0,18KT,1,4.41 g.,$242.55
87173,PrimeStyle,17/07/2024,0,14KT,1,1.91 g.,$85.95
87171,PrimeStyle,17/07/2024,0,Platinum,1,3.4 g.,$221.00
87170,PrimeStyle,17/07/2024,0,14KT,1,2.43 g.,$109.35
87182,PrimeStyle,17/07/2024,0,Platinum,1,5.75 g.,$373.75
87169,PrimeStyle,17/07/2024,0,14KT,1,5.6 g.,$252.00
87145,PrimeStyle,17/07/2024,0,Platinum,1,10.6 g.,$689.00
87181,PrimeStyle,17/07/2024,0,18KT,1,6.85 g.,$376.75
87176,PrimeStyle,17/07/2024,0,14KT,1,2.82 g.,$126.90
87174,PrimeStyle,17/07/2024,0,14KT,1,2.98 g.,$134.10
87183,PrimeStyle,17/07/2024,0,14KT,1,2.77 g.,$124.65
87177,PrimeStyle,17/07/2024,0,14KT,1,0.92 g.,$41.40
87180,PrimeStyle,17/07/2024,0,18KT,1,3.76 g.,$206.80
87175,PrimeStyle,17/07/2024,0,14KT,1,2.78 g.,$125.10
87133,PrimeStyle,17/07/2024,0,14KT,1,3.75 g.,$168.75
87177,PrimeStyle,17/07/2024,0,14KT,1,1.32 g.,$59.40
87125,PrimeStyle,17/07/2024,0,14KT,1,0.56 g.,$25.20
87137,PrimeStyle,17/07/2024,0,14KT,1,3.84 g.,$172.80
87163,PrimeStyle,17/07/2024,0,14KT,1,4.72 g.,$212.40
87184,PrimeStyle,17/07/2024,0,14KT,1,6.2 g.,$279.00
87153,PrimeStyle,17/07/2024,0,14KT,1,5.56 g.,$250.20
87178,PrimeStyle,17/07/2024,0,14KT,1,4.21 g.,$189.45
87179,PrimeStyle,17/07/2024,0,14KT,1,3.19 g.,$143.55
87152,PrimeStyle,17/07/2024,0,Platinum,1,6.97 g.,$453.05
87185,PrimeStyle,17/07/2024,0,18KT,1,9.58 g.,$526.90
87188,PrimeStyle,17/07/2024,0,14KT,1,3.05 g.,$137.25
87187,PrimeStyle,17/07/2024,0,14KT,1,3.4 g.,$153.00
87190,PrimeStyle,17/07/2024,0,14KT,1,3.13 g.,$140.85
87140,PrimeStyle,17/07/2024,0,14KT,1,2.49 g.,$112.05
87189,PrimeStyle,17/07/2024,0,Platinum,1,10.45 g.,$679.25
87191,PrimeStyle,17/07/2024,0,Platinum,1,8.91 g.,$579.15
87191,PrimeStyle,17/07/2024,0,Platinum,1,22.7 g.,"$1,475.50"
87186,PrimeStyle,17/07/2024,0,Platinum,1,10.69 g.,$694.85
87171,PrimeStyle,17/07/2024,0,Platinum,1,3.55 g.,$230.75
87198,PrimeStyle,17/07/2024,0,Platinum,1,4.19 g.,$272.35
87199,PrimeStyle,17/07/2024,0,18KT,1,3.27 g.,$179.85
87192,PrimeStyle,17/07/2024,0,18KT,1,3.58 g.,$196.90
87196,PrimeStyle,17/07/2024,0,18KT,1,3.57 g.,$196.35
87201,PrimeStyle,17/07/2024,0,14KT,1,6.5 g.,$292.50
87193,PrimeStyle,17/07/2024,0,14KT,1,2.56 g.,$115.20
87194,PrimeStyle,17/07/2024,0,14KT,1,1.8 g.,$81.00
86902,PrimeStyle,17/07/2024,0,14KT,1,1.77 g.,$79.65
87197,PrimeStyle,17/07/2024,0,14KT,1,3.2 g.,$144.00
87163,PrimeStyle,17/07/2024,0,14KT,1,4.4 g.,$198.00
87195,PrimeStyle,17/07/2024,0,14KT,1,1.51 g.,$67.95
87204,PrimeStyle,17/07/2024,0,14KT,1,2.52 g.,$113.40
87207,PrimeStyle,17/07/2024,0,14KT,1,4.29 g.,$193.05
87210,PrimeStyle,17/07/2024,0,14KT,1,4.79 g.,$215.55
87181,PrimeStyle,17/07/2024,0,18KT,1,8.12 g.,$446.60
87212,PrimeStyle,17/07/2024,0,18KT,1,15.63 g.,$859.65
87200,PrimeStyle,17/07/2024,0,14KT,1,2.76 g.,$124.20
87221,PrimeStyle,17/07/2024,0,14KT,1,6.85 g.,$308.25
87213,PrimeStyle,17/07/2024,0,Platinum,1,4.94 g.,$321.10
87209,PrimeStyle,17/07/2024,0,Platinum,1,6.46 g.,$419.90
87217,PrimeStyle,17/07/2024,0,18KT,1,3.74 g.,$205.70
87217,PrimeStyle,17/07/2024,0,18KT,1,1.85 g.,$101.75
87214,PrimeStyle,17/07/2024,0,14KT,1,2.65 g.,$119.25
87227,PrimeStyle,17/07/2024,0,18KT,1,3.23 g.,$177.65
87234,PrimeStyle,17/07/2024,0,18KT,1,4.75 g.,$261.25
87219,PrimeStyle,17/07/2024,0,14KT,1,1.21 g.,$54.45
87236,PrimeStyle,17/07/2024,0,14KT,1,6.72 g.,$302.40
87237,PrimeStyle,17/07/2024,0,14KT,1,3.75 g.,$168.75
87238,PrimeStyle,17/07/2024,0,14KT,1,5.16 g.,$232.20
87215,PrimeStyle,17/07/2024,0,14KT,1,3.95 g.,$177.75
87223,PrimeStyle,17/07/2024,0,14KT,1,2.55 g.,$114.75
87220,PrimeStyle,17/07/2024,0,14KT,1,2.71 g.,$121.95
87211,PrimeStyle,17/07/2024,0,14KT,1,2.02 g.,$90.90
87225,PrimeStyle,17/07/2024,0,14KT,1,2.75 g.,$123.75
87220,PrimeStyle,17/07/2024,0,14KT,1,1.91 g.,$85.95
87235,PrimeStyle,17/07/2024,0,14KT,1,2.58 g.,$116.10
87233,PrimeStyle,17/07/2024,0,14KT,1,2.12 g.,$95.40
87228,PrimeStyle,17/07/2024,0,14KT,1,3.78 g.,$170.10
87212,PrimeStyle,17/07/2024,0,18KT,1,17.0 g.,$935.00
87205,PrimeStyle,17/07/2024,0,14KT,1,1.7 g.,$76.50
87125,PrimeStyle,17/07/2024,0,14KT,1,0.6 g.,$27.00
87085,PrimeStyle,17/07/2024,0,14KT,1,5.23 g.,$235.35
87231,PrimeStyle,17/07/2024,0,Platinum,1,4.55 g.,$295.75
87229,PrimeStyle,17/07/2024,0,Platinum,1,9.22 g.,$599.30
87239,PrimeStyle,17/07/2024,0,14KT,1,3.5 g.,$157.50
87203,PrimeStyle,17/07/2024,0,18KT,1,5.91 g.,$325.05
87240,PrimeStyle,17/07/2024,0,14KT,1,3.69 g.,$166.05
76337,PrimeStyle,17/07/2024,0,14KT,1,5.14 g.,$231.30
87121,PrimeStyle,17/07/2024,0,14KT,1,3.0 g.,$135.00
87218,PrimeStyle,17/07/2024,0,14KT,1,2.09 g.,$94.05
87241,PrimeStyle,17/07/2024,0,14KT,1,5.22 g.,$234.90
87242,PrimeStyle,17/07/2024,0,18KT,1,5.31 g.,$292.05
87044,PrimeStyle,17/07/2024,0,14KT,1,0.63 g.,$28.35
87248,PrimeStyle,17/07/2024,0,18KT,1,3.88 g.,$213.40
87216,PrimeStyle,17/07/2024,0,18KT,1,3.04 g.,$167.20
87251,PrimeStyle,17/07/2024,0,18KT,1,2.58 g.,$141.90
87255,PrimeStyle,17/07/2024,0,14KT,1,5.24 g.,$235.80
87243,PrimeStyle,17/07/2024,0,14KT,1,7.88 g.,$354.60
87252,PrimeStyle,17/07/2024,0,18KT,1,2.68 g.,$147.40
87256,PrimeStyle,17/07/2024,0,Platinum,1,6.27 g.,$407.55
87246,PrimeStyle,17/07/2024,0,14KT,1,1.75 g.,$78.75
87254,PrimeStyle,17/07/2024,0,14KT,1,1.01 g.,$45.45
87246,PrimeStyle,17/07/2024,0,14KT,1,8.3 g.,$373.50
87168,PrimeStyle,17/07/2024,0,14KT,1,2.82 g.,$126.90
87244,PrimeStyle,17/07/2024,0,14KT,1,2.79 g.,$125.55
87224,PrimeStyle,17/07/2024,0,14KT,1,1.83 g.,$82.35
87262,PrimeStyle,17/07/2024,0,14KT,1,3.22 g.,$144.90
87261,PrimeStyle,17/07/2024,0,14KT,1,5.18 g.,$233.10
87258,PrimeStyle,17/07/2024,0,14KT,1,7.05 g.,$317.25
87202,PrimeStyle,17/07/2024,0,18KT,1,7.21 g.,$396.55
87260,PrimeStyle,17/07/2024,0,18KT,1,1.48 g.,$81.40
87259,PrimeStyle,17/07/2024,0,14KT,1,9.64 g.,$433.80
87226,PrimeStyle,17/07/2024,0,14KT,1,1.65 g.,$74.25
87266,PrimeStyle,17/07/2024,0,14KT,1,2.41 g.,$108.45
87257,PrimeStyle,17/07/2024,0,14KT,1,2.34 g.,$105.30
87230,PrimeStyle,17/07/2024,0,Platinum,1,5.1 g.,$331.50
87232,PrimeStyle,17/07/2024,0,Platinum,1,8.24 g.,$535.60
87269,PrimeStyle,17/07/2024,0,14KT,1,2.62 g.,$117.90
87270,PrimeStyle,17/07/2024,0,14KT,1,4.63 g.,$208.35
87250,PrimeStyle,17/07/2024,0,Platinum,1,3.6 g.,$234.00
87263,PrimeStyle,17/07/2024,0,14KT,1,3.64 g.,$163.80
87267,PrimeStyle,17/07/2024,0,18KT,1,8.24 g.,$453.20
87265,PrimeStyle,17/07/2024,0,14KT,1,9.3 g.,$418.50
87284,PrimeStyle,17/07/2024,0,14KT,1,4.11 g.,$184.95
87278,PrimeStyle,17/07/2024,0,14KT,1,2.85 g.,$128.25
87279,PrimeStyle,17/07/2024,0,14KT,1,2.91 g.,$130.95
87280,PrimeStyle,17/07/2024,0,14KT,1,3.76 g.,$169.20
87276,PrimeStyle,17/07/2024,0,14KT,1,4.31 g.,$193.95
87282,PrimeStyle,17/07/2024,0,14KT,1,9.04 g.,$406.80
87273,PrimeStyle,17/07/2024,0,14KT,1,0.41 g.,$18.45
87277,PrimeStyle,17/07/2024,0,14KT,1,5.51 g.,$247.95
87281,PrimeStyle,17/07/2024,0,14KT,1,2.42 g.,$108.90
87271,PrimeStyle,17/07/2024,0,18KT,1,2.92 g.,$160.60
87275,PrimeStyle,17/07/2024,0,18KT,1,2.82 g.,$155.10
87274,PrimeStyle,17/07/2024,0,14KT,1,4.46 g.,$200.70
87202,PrimeStyle,17/07/2024,0,18KT,1,7.51 g.,$413.05
87283,PrimeStyle,17/07/2024,0,14KT,1,2.08 g.,$93.60
87091,PrimeStyle,17/07/2024,0,Platinum,1,9.9 g.,$643.50
87294,PrimeStyle,17/07/2024,0,14KT,1,3.14 g.,$141.30
87099,PrimeStyle,17/07/2024,0,14KT,1,3.65 g.,$164.25
87253,PrimeStyle,17/07/2024,0,18KT,1,2.45 g.,$134.75
87291,PrimeStyle,17/07/2024,0,18KT,1,3.25 g.,$178.75
87290,PrimeStyle,17/07/2024,0,14KT,1,8.1 g.,$364.50
87293,PrimeStyle,17/07/2024,0,Platinum,1,6.27 g.,$407.55
87292,PrimeStyle,17/07/2024,0,14KT,1,6.71 g.,$301.95
87271,PrimeStyle,17/07/2024,0,18KT,1,2.31 g.,$127.05
87286,PrimeStyle,17/07/2024,0,14KT,1,2.29 g.,$103.05
87264,PrimeStyle,17/07/2024,0,14KT,1,3.52 g.,$158.40
87288,PrimeStyle,17/07/2024,0,14KT,1,6.58 g.,$296.10
87183,PrimeStyle,17/07/2024,0,14KT,1,2.68 g.,$120.60
87245,PrimeStyle,17/07/2024,0,14KT,1,0.91 g.,$40.95
87197,PrimeStyle,17/07/2024,0,14KT,1,3.06 g.,$137.70
87285,PrimeStyle,17/07/2024,0,18KT,1,4.71 g.,$259.05
87301,PrimeStyle,17/07/2024,0,18KT,1,5.81 g.,$319.55
87211,PrimeStyle,17/07/2024,0,18KT,1,2.24 g.,$123.20
87305,PrimeStyle,17/07/2024,0,14KT,1,2.58 g.,$116.10
87298,PrimeStyle,17/07/2024,0,14KT,1,2.72 g.,$122.40
87295,PrimeStyle,17/07/2024,0,Platinum,1,9.35 g.,$607.75
87303,PrimeStyle,17/07/2024,0,14KT,1,10.55 g.,$474.75
87287,PrimeStyle,17/07/2024,0,14KT,1,5.02 g.,$225.90
87268,PrimeStyle,17/07/2024,0,Platinum,1,13.83 g.,$898.95
87306,PrimeStyle,17/07/2024,0,14KT,1,3.96 g.,$178.20
87164,PrimeStyle,17/07/2024,0,18KT,1,2.78 g.,$152.90
87299,PrimeStyle,17/07/2024,0,Platinum,1,9.56 g.,$621.40
87310,PrimeStyle,17/07/2024,0,14KT,1,1.58 g.,$71.10
87191,PrimeStyle,17/07/2024,0,Platinum,1,13.7 g.,$890.50
87289,PrimeStyle,17/07/2024,0,18KT,1,3.56 g.,$195.80
87304,PrimeStyle,17/07/2024,0,14KT,1,2.43 g.,$109.35
87309,PrimeStyle,17/07/2024,0,18KT,1,6.08 g.,$334.40
87312,PrimeStyle,17/07/2024,0,18KT,1,4.84 g.,$266.20
87318,PrimeStyle,17/07/2024,0,Platinum,1,11.61 g.,$754.65
87321,PrimeStyle,17/07/2024,0,14KT,1,6.55 g.,$294.75
87320,PrimeStyle,17/07/2024,0,14KT,1,3.27 g.,$147.15
87323,PrimeStyle,17/07/2024,0,14KT,1,11.96 g.,$538.20
87315,PrimeStyle,17/07/2024,0,14KT,1,8.91 g.,$400.95
87311,PrimeStyle,17/07/2024,0,14KT,1,3.77 g.,$169.65
87314,PrimeStyle,17/07/2024,0,14KT,1,2.89 g.,$130.05
87324,PrimeStyle,17/07/2024,0,14KT,1,3.68 g.,$165.60
87325,PrimeStyle,17/07/2024,0,14KT,1,2.99 g.,$134.55
87326,PrimeStyle,17/07/2024,0,14KT,1,7.17 g.,$322.65
87328,PrimeStyle,17/07/2024,0,14KT,1,5.61 g.,$252.45
87332,PrimeStyle,17/07/2024,0,14KT,1,8.22 g.,$369.90
33707,PrimeStyle,17/07/2024,0,14KT,1,0.48 g.,$21.60
87331,PrimeStyle,17/07/2024,0,14KT,1,3.28 g.,$147.60
87330,PrimeStyle,17/07/2024,0,14KT,1,7.78 g.,$350.10
87327,PrimeStyle,17/07/2024,0,14KT,1,2.56 g.,$115.20
87316,PrimeStyle,17/07/2024,0,14KT,1,3.47 g.,$156.15
87329,PrimeStyle,17/07/2024,0,14KT,1,3.98 g.,$179.10
87322,PrimeStyle,17/07/2024,0,Platinum,1,0.59 g.,$38.35
87319,PrimeStyle,17/07/2024,0,Platinum,1,15.22 g.,$989.30
87334,PrimeStyle,17/07/2024,0,18KT,1,3.44 g.,$189.20
87336,PrimeStyle,17/07/2024,0,14KT,1,3.33 g.,$149.85
87335,PrimeStyle,17/07/2024,0,14KT,1,5.75 g.,$258.75
87338,PrimeStyle,17/07/2024,0,14KT,1,4.61 g.,$207.45
87318,PrimeStyle,17/07/2024,0,Platinum,1,1.42 g.,$92.30
87337,PrimeStyle,17/07/2024,0,14KT,1,5.29 g.,$238.05
87309,PrimeStyle,17/07/2024,0,18KT,1,5.74 g.,$315.70
87339,PrimeStyle,17/07/2024,0,14KT,1,2.41 g.,$108.45
87342,PrimeStyle,17/07/2024,0,14KT,1,1.81 g.,$81.45
87302,PrimeStyle,17/07/2024,0,14KT,1,20.47 g.,$921.15
87340,PrimeStyle,17/07/2024,0,14KT,1,0.77 g.,$34.65
87336,PrimeStyle,17/07/2024,0,14KT,1,3.24 g.,$145.80
87344,PrimeStyle,17/07/2024,0,14KT,1,11.44 g.,$514.80
87343,PrimeStyle,17/07/2024,0,Platinum,1,12.76 g.,$829.40
87349,PrimeStyle,17/07/2024,0,18KT,1,3.43 g.,$188.65
87355,PrimeStyle,17/07/2024,0,14KT,1,7.76 g.,$349.20
87361,PrimeStyle,17/07/2024,0,18KT,1,29.56 g.,"$1,625.80"
87358,PrimeStyle,17/07/2024,0,14KT,1,1.27 g.,$57.15
87359,PrimeStyle,17/07/2024,0,14KT,1,2.9 g.,$130.50
87358,PrimeStyle,17/07/2024,0,14KT,1,0.63 g.,$28.35
87346,PrimeStyle,17/07/2024,0,14KT,1,6.92 g.,$311.40
87347,PrimeStyle,17/07/2024,0,14KT,1,3.74 g.,$168.30
87362,PrimeStyle,17/07/2024,0,14KT,1,6.44 g.,$289.80
87345,PrimeStyle,17/07/2024,0,14KT,1,6.58 g.,$296.10
87308,PrimeStyle,17/07/2024,0,14KT,1,5.95 g.,$267.75
87365,PrimeStyle,17/07/2024,0,14KT,1,2.57 g.,$115.65
87363,PrimeStyle,17/07/2024,0,14KT,1,10.62 g.,$477.90
87375,PrimeStyle,17/07/2024,0,18KT,1,4.11 g.,$226.05
87307,PrimeStyle,17/07/2024,0,Platinum,1,1.36 g.,$88.40
87313,PrimeStyle,17/07/2024,0,Platinum,1,4.13 g.,$268.45
87348,PrimeStyle,17/07/2024,0,18KT,1,8.76 g.,$481.80
87374,PrimeStyle,17/07/2024,0,18KT,1,1.02 g.,$56.10
87373,PrimeStyle,17/07/2024,0,14KT,1,11.3 g.,$508.50
87371,PrimeStyle,17/07/2024,0,14KT,1,7.35 g.,$330.75
87369,PrimeStyle,17/07/2024,0,14KT,1,4.26 g.,$191.70
87370,PrimeStyle,17/07/2024,0,14KT,1,0.35 g.,$15.75
87376,PrimeStyle,17/07/2024,0,14KT,1,2.82 g.,$126.90
87315,PrimeStyle,17/07/2024,0,14KT,1,8.65 g.,$389.25
87364,PrimeStyle,17/07/2024,0,Platinum,1,2.46 g.,$159.90
87378,PrimeStyle,17/07/2024,0,14KT,1,8.25 g.,$371.25
87368,PrimeStyle,17/07/2024,0,Platinum,1,7.33 g.,$476.45
87367,PrimeStyle,17/07/2024,0,Platinum,1,7.41 g.,$481.65
87377,PrimeStyle,17/07/2024,0,14KT,1,2.8 g.,$126.00
87379,PrimeStyle,17/07/2024,0,14KT,1,2.15 g.,$96.75
87382,PrimeStyle,17/07/2024,0,14KT,1,2.15 g.,$96.75
87387,PrimeStyle,17/07/2024,0,14KT,1,7.27 g.,$327.15
87384,PrimeStyle,17/07/2024,0,14KT,1,1.85 g.,$83.25
87344,PrimeStyle,17/07/2024,0,14KT,1,5.2 g.,$234.00
87399,PrimeStyle,17/07/2024,0,18KT,1,6.73 g.,$370.15
87399,PrimeStyle,17/07/2024,0,14KT,1,3.56 g.,$160.20
87392,PrimeStyle,17/07/2024,0,14KT,1,1.1 g.,$49.50
87391,PrimeStyle,17/07/2024,0,14KT,1,3.06 g.,$137.70
87393,PrimeStyle,17/07/2024,0,14KT,1,3.33 g.,$149.85
87392,PrimeStyle,17/07/2024,0,14KT,1,2.68 g.,$120.60
87395,PrimeStyle,17/07/2024,0,14KT,1,3.49 g.,$157.05
87385,PrimeStyle,17/07/2024,0,14KT,1,2.34 g.,$105.30
87394,PrimeStyle,17/07/2024,0,14KT,1,3.5 g.,$157.50
87388,PrimeStyle,17/07/2024,0,14KT,1,5.01 g.,$225.45
87396,PrimeStyle,17/07/2024,0,14KT,1,0.6 g.,$27.00
87401,PrimeStyle,17/07/2024,0,14KT,1,4.2 g.,$189.00
87402,PrimeStyle,17/07/2024,0,14KT,1,2.21 g.,$99.45
87380,PrimeStyle,17/07/2024,0,14KT,1,3.47 g.,$156.15
87400,PrimeStyle,17/07/2024,0,14KT,1,7.34 g.,$330.30
87398,PrimeStyle,17/07/2024,0,18KT,1,3.75 g.,$206.25
87405,PrimeStyle,17/07/2024,0,14KT,1,1.13 g.,$50.85
87407,PrimeStyle,17/07/2024,0,14KT,1,3.55 g.,$159.75
87396,PrimeStyle,17/07/2024,0,14KT,1,0.66 g.,$29.70
87240,PrimeStyle,17/07/2024,0,14KT,1,3.0 g.,$135.00
87389,PrimeStyle,17/07/2024,0,14KT,1,2.21 g.,$99.45
87406,PrimeStyle,17/07/2024,0,14KT,1,1.29 g.,$58.05
87404,PrimeStyle,17/07/2024,0,14KT,1,2.82 g.,$126.90
87408,PrimeStyle,17/07/2024,0,14KT,1,6.91 g.,$310.95
87412,PrimeStyle,17/07/2024,0,Platinum,1,9.49 g.,$616.85
87411,PrimeStyle,17/07/2024,0,14KT,1,1.88 g.,$84.60
87411,PrimeStyle,17/07/2024,0,Platinum,1,3.33 g.,$216.45
87403,PrimeStyle,17/07/2024,0,Platinum,1,2.45 g.,$159.25
87386,PrimeStyle,17/07/2024,0,14KT,1,10.21 g.,$459.45
87415,PrimeStyle,17/07/2024,0,Platinum,1,21.73 g.,"$1,412.45"
87417,PrimeStyle,17/07/2024,0,18KT,1,5.26 g.,$289.30
87418,PrimeStyle,17/07/2024,0,14KT,1,4.25 g.,$191.25
87413,PrimeStyle,17/07/2024,0,14KT,1,7.33 g.,$329.85
87381,PrimeStyle,17/07/2024,0,14KT,1,6.1 g.,$274.50
87421,PrimeStyle,17/07/2024,0,14KT,1,5.83 g.,$262.35
87420,PrimeStyle,17/07/2024,0,Platinum,1,3.83 g.,$248.95
87425,PrimeStyle,17/07/2024,0,14KT,1,3.94 g.,$177.30
87419,PrimeStyle,17/07/2024,0,14KT,1,1.61 g.,$72.45
